Date,Actual,Forecasted
02/26/2019 0:00,112.3600006,111.6839628
02/27/2019 0:00,112.1699982,111.9220115
02/28/2019 0:00,112.0299988,112.2281973
03/01/2019 0:00,112.5299988,112.5229222
03/04/2019 0:00,112.2600021,112.5448063
03/05/2019 0:00,111.6999969,112.8284282
03/06/2019 0:00,111.75,112.9543677
03/07/2019 0:00,110.3899994,113.1750638
03/08/2019 0:00,110.5100021,113.4099416
03/11/2019 0:00,112.8300018,113.3902915
03/12/2019 0:00,113.6200027,113.7043213
03/13/2019 0:00,114.5,113.876527
03/14/2019 0:00,114.5899963,114.1584883
03/15/2019 0:00,115.9100037,114.466006
03/18/2019 0:00,117.5699997,114.6923493
03/19/2019 0:00,117.6500015,115.093644
03/20/2019 0:00,117.5199966,115.3478916
03/21/2019 0:00,120.2200012,115.7075404
03/22/2019 0:00,117.0500031,116.0855527
03/25/2019 0:00,117.6600037,116.4559895
03/26/2019 0:00,117.9100037,116.8900164
03/27/2019 0:00,116.7699966,117.1653512
03/28/2019 0:00,116.9300003,117.5395311
03/29/2019 0:00,117.9400024,117.9257419
04/01/2019 0:00,119.0199966,118.2900746
04/02/2019 0:00,119.1900024,118.7289755
04/03/2019 0:00,119.9700012,119.0120531
04/04/2019 0:00,119.3600006,119.4034799
04/05/2019 0:00,119.8899994,119.8175002
04/08/2019 0:00,119.9300003,120.3336197
04/09/2019 0:00,119.2799988,120.8600336
04/10/2019 0:00,120.1900024,120.9921341
04/11/2019 0:00,120.3300018,121.2495776
04/12/2019 0:00,120.9499969,121.5440563
04/15/2019 0:00,121.0500031,121.759276
04/16/2019 0:00,120.7699966,122.2034101
04/17/2019 0:00,121.7699966,122.5052838
04/18/2019 0:00,123.3700027,122.932701
04/22/2019 0:00,123.7600021,124.0188778
04/23/2019 0:00,125.4400024,124.5691696
04/24/2019 0:00,125.0100021,124.950047
04/25/2019 0:00,129.1499939,125.4316387
04/26/2019 0:00,129.8899994,125.9166452
04/29/2019 0:00,129.7700043,126.413729
04/30/2019 0:00,130.6000061,126.8643349
05/01/2019 0:00,127.8799973,127.1126679
05/02/2019 0:00,126.2099991,127.4362283
05/03/2019 0:00,128.8999939,127.7391196
05/06/2019 0:00,128.1499939,127.2650111
05/07/2019 0:00,125.5199966,127.3783865
05/08/2019 0:00,125.5100021,127.2896137
05/09/2019 0:00,125.5,127.2831766
05/10/2019 0:00,127.1299973,127.2685887
05/13/2019 0:00,123.3499985,126.2936505
05/14/2019 0:00,124.7300034,126.2973458
05/15/2019 0:00,126.0199966,126.135692
05/16/2019 0:00,128.9299927,126.0930639
05/17/2019 0:00,128.0700073,126.0811745
05/20/2019 0:00,126.2200012,125.3549523
05/21/2019 0:00,126.9000015,125.5116913
05/22/2019 0:00,127.6699982,125.5362638
05/23/2019 0:00,126.1800003,125.7076314
05/24/2019 0:00,126.2399979,125.9338075
05/28/2019 0:00,126.1600037,126.4496589
05/29/2019 0:00,124.9400024,126.7511533
05/30/2019 0:00,125.7300034,127.1918104
05/31/2019 0:00,123.6800003,127.673742
06/03/2019 0:00,119.8399963,128.3743354
06/04/2019 0:00,123.1600037,128.9695455
06/05/2019 0:00,125.8300018,129.3927289
06/06/2019 0:00,127.8199997,129.9236337
06/07/2019 0:00,131.3999939,130.4619806
06/10/2019 0:00,132.6000061,131.1171573
06/11/2019 0:00,132.1000061,131.6469997
06/12/2019 0:00,131.4900055,131.9782597
06/13/2019 0:00,132.3200073,132.4011474
06/14/2019 0:00,132.4499969,132.8185
06/17/2019 0:00,132.8500061,133.0746682
06/18/2019 0:00,135.1600037,133.4893633
06/19/2019 0:00,135.6900024,133.7183604
06/20/2019 0:00,136.9499969,134.0610207
06/21/2019 0:00,136.9700012,134.4233599
06/24/2019 0:00,137.7799988,134.6887847
06/25/2019 0:00,133.4299927,134.6918543
06/26/2019 0:00,133.9299927,134.5419658
06/27/2019 0:00,134.1499939,134.5400452
06/28/2019 0:00,133.9600067,134.5891853
07/01/2019 0:00,135.6799927,134.0745688
07/02/2019 0:00,136.5800018,134.3423288
07/03/2019 0:00,137.4600067,134.4688018
07/05/2019 0:00,137.0599976,135.0798464
07/08/2019 0:00,136.9600067,135.3466107
07/09/2019 0:00,136.4600067,135.840084
07/10/2019 0:00,137.8500061,136.1638294
07/11/2019 0:00,138.3999939,136.6119053
07/12/2019 0:00,138.8999939,137.0776079
07/15/2019 0:00,138.8999939,137.5085788
07/16/2019 0:00,137.0800018,137.9844704
07/17/2019 0:00,136.2700043,138.2495567
07/18/2019 0:00,136.4199982,138.6043387
07/19/2019 0:00,136.6199951,138.9430451
07/22/2019 0:00,138.4299927,138.8170669
07/23/2019 0:00,139.2899933,139.0715502
07/24/2019 0:00,140.7200012,139.1021743
07/25/2019 0:00,140.1900024,139.2171503
07/26/2019 0:00,141.3399963,139.3151959
07/29/2019 0:00,141.0299988,138.514036
07/30/2019 0:00,140.3500061,138.5735764
07/31/2019 0:00,136.2700043,138.4307194
08/01/2019 0:00,138.0599976,138.3950674
08/02/2019 0:00,136.8999939,138.3674761
08/05/2019 0:00,132.2100067,137.3545657
08/06/2019 0:00,134.6900024,137.3917487
08/07/2019 0:00,135.2799988,137.2513104
08/08/2019 0:00,138.8899994,137.2380774
08/09/2019 0:00,137.7100067,137.2512169
08/12/2019 0:00,135.7899933,136.4475353
08/13/2019 0:00,138.6000061,136.5679984
08/14/2019 0:00,133.9799957,136.5149565
08/15/2019 0:00,133.6799927,136.5886122
08/16/2019 0:00,136.1300049,136.6862228
08/19/2019 0:00,138.4100037,136.1043934
08/20/2019 0:00,137.2599945,136.2818438
08/21/2019 0:00,138.7899933,136.2773663
08/22/2019 0:00,137.7799988,136.3906791
08/23/2019 0:00,133.3899994,136.5198467
08/26/2019 0:00,135.4499969,135.9966402
08/27/2019 0:00,135.7400055,136.1864285
08/28/2019 0:00,135.5599976,136.1942036
08/29/2019 0:00,138.1199951,136.3215099
08/30/2019 0:00,137.8600006,136.4684746
09/03/2019 0:00,136.0399933,136.2772993
09/04/2019 0:00,137.6300049,136.3439477
09/05/2019 0:00,140.0500031,136.5405373
09/06/2019 0:00,139.1000061,136.7668348
09/09/2019 0:00,137.5200043,136.6212071
09/10/2019 0:00,136.0800018,136.9665568
09/11/2019 0:00,136.1199951,137.1407586
09/12/2019 0:00,137.5200043,137.4445983
09/13/2019 0:00,137.3200073,137.7744853
09/16/2019 0:00,136.3300018,137.8787195
09/17/2019 0:00,137.3899994,138.2831454
09/18/2019 0:00,138.5200043,138.4967611
09/19/2019 0:00,141.0700073,138.8211502
09/20/2019 0:00,139.4400024,139.1500643
09/23/2019 0:00,139.1399994,139.1042697
09/24/2019 0:00,137.3800049,139.4163487
09/25/2019 0:00,139.3600006,139.5148586
09/26/2019 0:00,139.5399933,139.7058176
09/27/2019 0:00,137.7299957,139.8846686
09/30/2019 0:00,139.0299988,139.3203677
10/01/2019 0:00,137.0700073,139.4522763
10/02/2019 0:00,134.6499939,139.37339
10/03/2019 0:00,136.2799988,139.3942197
10/04/2019 0:00,138.1199951,139.4326083
10/07/2019 0:00,137.1199951,138.5618769
10/08/2019 0:00,135.6699982,138.6379791
10/09/2019 0:00,138.2400055,138.5325794
10/10/2019 0:00,139.1000061,138.5560189
10/11/2019 0:00,139.6799927,138.6096114
10/14/2019 0:00,139.5500031,137.971969
10/15/2019 0:00,141.5700073,138.1806855
10/16/2019 0:00,140.4100037,138.2334002
10/17/2019 0:00,139.6900024,138.4365398
10/18/2019 0:00,137.4100037,138.6884093
10/21/2019 0:00,138.4299927,138.71333
10/22/2019 0:00,136.3699951,139.1537276
10/23/2019 0:00,137.2400055,139.4347732
10/24/2019 0:00,139.9400024,139.8610469
10/25/2019 0:00,140.7299957,140.3263649
10/28/2019 0:00,144.1900024,140.8851162
10/29/2019 0:00,142.8300018,141.4690541
10/30/2019 0:00,144.6100006,141.8680027
10/31/2019 0:00,143.3699951,142.3908637
11/01/2019 0:00,143.7200012,142.9295669
11/04/2019 0:00,144.5500031,143.5570472
11/05/2019 0:00,144.4600067,144.1319424
11/06/2019 0:00,144.0599976,144.5027055
11/07/2019 0:00,144.2599945,144.9870181
11/08/2019 0:00,145.9600067,145.4779764
11/11/2019 0:00,146.1100006,145.922377
11/12/2019 0:00,147.0700073,146.4455745
11/13/2019 0:00,147.3099976,146.7676196
11/14/2019 0:00,148.0599976,147.21359
11/15/2019 0:00,149.9700012,147.6766844
11/18/2019 0:00,150.3399963,148.0943101
